Date	CampaignId	CampaignName	AdGroupId	AdGroupName	AdId	Impressions	Clicks	Ctr	Cost	AvgCpc	Conversions	Revenue
2026-09-06	118776773	Поиск Корпоративы	5552984098	корпоративные мероприятия москва	16902913817	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984230	залы для свадебных банкетов	16902921413	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984232	зал для свадьбы в москве	16902921422	5	1	20.00	85.76	85.76	1	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984252	где отметить свадьбу в москве	16902921501	1	1	100.00	590.10	590.10	1	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984252	где отметить свадьбу в москве	16902921503	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984255	как отметить свадьбу москве	16902921513	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984257	красивая свадьба в москве	16902921521	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984268	места для проведения свадьбы в москве	16902921567	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984281	площадки для свадьбы	16902921618	2	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984281	площадки для свадьбы	16902921620	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984285	проведение свадеб в москве	16902921633	1	1	100.00	246.34	246.34	1	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984285	проведение свадеб в москве	16902921634	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984286	проведение свадьбы	16902921637	2	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984286	проведение свадьбы	16902921638	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984287	провести свадьбу в москве	16902921642	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984312	свадебные залы москвы	16902921742	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984315	свадебный банкет в москве	16902921754	2	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984316	свадебный банкетный зал	16902921758	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984325	свадьба цена	16902921795	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984325	свадьба цена	16902921796	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984327	сколько стоит свадьба в москве	16902921803	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984327	сколько стоит свадьба в москве	16902921804	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5552984334	уютный ресторан для свадьбы	16902921831	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776785	Ремаркетинг	5552984378	Новая группа	16902928679	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5596541487	банкетный зал для свадьбы москва	17078756108	1	0	0.00	0.00	--	0	0.00
2026-09-06	118776779	Поиск Свадебные банкеты	5596541487	банкетный зал для свадьбы москва	17078756110	1	0	0.00	0.00	--	0	0.00
2026-09-06	700792063	Тест РСЯ банкет	5598457174	Банкеты	17085709723	54	7	12.96	4.37	0.62	0	0.00
2026-09-06	700792063	Тест РСЯ банкет	5598457174	Банкеты	17085709724	49	6	12.24	2.65	0.44	0	0.00
2026-09-06	700792063	Тест РСЯ банкет	5598457174	Банкеты	17085709725	7819	276	3.53	3043.76	11.03	3	0.00
2026-09-06	700792063	Тест РСЯ банкет	5598457174	Банкеты	17085709726	45	3	6.67	2.53	0.84	0	0.00
2026-09-06	700792063	Тест РСЯ банкет	5598457175	Баннеры	17085709727	30	0	0.00	0.00	--	0	0.00
2026-09-06	700792072	Тест РСЯ конференции	5598457234	аренда семинар	17085710057	1	0	0.00	0.00	--	0	0.00
2026-09-06	700792082	Тест РСЯ Корпоративы	5598457300	провести корпоратив	17085710298	26	0	0.00	0.00	--	0	0.00
2026-09-06	700792082	Тест РСЯ Корпоративы	5598457301	корпоративные мероприятия	17085710301	73	1	1.37	2.52	2.52	0	0.00
2026-09-06	700792082	Тест РСЯ Корпоративы	5598457302	организация корпоратива	17085710304	1915	13	0.68	167.81	12.91	0	0.00
2026-09-06	700792082	Тест РСЯ Корпоративы	5598457303	корпоративный праздник	17085710305	11	0	0.00	0.00	--	0	0.00
2026-09-06	700792082	Тест РСЯ Корпоративы	5598457303	корпоративный праздник	17085710306	736	6	0.82	74.27	12.38	0	0.00
2026-09-06	700792082	Тест РСЯ Корпоративы	5598457303	корпоративный праздник	17085710307	4	0	0.00	0.00	--	0	0.00
